a_true,v_true,t_true,a_est,v_est,t_est,bias_a,bias_v,bias_t,se_a,se_v,se_t
4000.00000,0.83774,1.49348,0.34387,0.14755,8.10346,0.49548,-0.69019,6.60999,0.15161,0.47637,43.69194,0.02299
4000.00000,1.21165,1.00066,0.33173,0.30748,3.85675,0.63021,-0.90418,2.85609,0.29849,0.81754,8.15724,0.08909
4000.00000,1.25620,0.98421,0.20324,0.32798,3.64977,0.52740,-0.92822,2.66556,0.32416,0.86159,7.10519,0.10508
4000.00000,1.71194,1.65165,0.14559,0.25230,11.08494,0.60497,-1.45964,9.43330,0.45938,2.13054,88.98705,0.21103
4000.00000,1.45844,0.62217,0.27401,0.57494,1.59766,0.69734,-0.88350,0.97549,0.42333,0.78057,0.95158,0.17921
4000.00000,0.74503,0.65647,0.15821,0.29604,1.57859,0.27106,-0.44899,0.92212,0.11285,0.20160,0.85030,0.01274
4000.00000,1.80200,1.74228,0.35042,0.25676,12.22774,0.81284,-1.54523,10.48546,0.46242,2.38775,109.94487,0.21383
4000.00000,1.91447,1.41556,0.43399,0.34012,8.19568,1.00131,-1.57435,6.78011,0.56732,2.47858,45.96994,0.32185
4000.00000,1.01144,1.99651,0.20542,0.12598,16.45525,0.39818,-0.88547,14.45875,0.19276,0.78405,209.05534,0.03716
4000.00000,1.96340,0.59792,0.42874,0.82279,1.40427,1.14640,-1.14061,0.80636,0.71766,1.30100,0.65021,0.51504
4000.00000,1.86773,1.15870,0.11598,0.40903,5.37182,0.72256,-1.45870,4.21313,0.60658,2.12781,17.75045,0.36794
4000.00000,1.14034,1.20354,0.47142,0.24264,5.46663,0.73804,-0.89770,4.26309,0.26662,0.80587,18.17394,0.07108
4000.00000,1.04009,1.21680,0.24211,0.21861,5.69022,0.46784,-0.82148,4.47342,0.22573,0.67483,20.01148,0.05095
4000.00000,0.68788,1.48326,0.11592,0.11684,8.76387,0.22160,-0.57103,7.28061,0.10568,0.32608,53.00722,0.01117
4000.00000,0.61545,1.50615,0.42850,0.09977,9.35443,0.51498,-0.51568,7.84829,0.08648,0.26593,61.59558,0.00748
4000.00000,0.65282,1.86668,0.42820,0.08586,14.80885,0.52138,-0.56696,12.94217,0.09318,0.32144,167.49980,0.00868
4000.00000,1.31971,0.63703,0.40266,0.53921,1.47954,0.74247,-0.78051,0.84251,0.33981,0.60919,0.70982,0.11547
4000.00000,1.38170,1.76052,0.10700,0.19708,12.65690,0.42736,-1.18462,10.89638,0.32036,1.40332,118.73105,0.10263
4000.00000,1.39452,0.91132,0.11064,0.38604,3.28236,0.50179,-1.00848,2.37104,0.39115,1.01703,5.62183,0.15299
4000.00000,0.68917,0.69479,0.37048,0.27646,1.56865,0.47098,-0.41270,0.87386,0.10050,0.17032,0.76364,0.01010
4000.00000,1.55492,1.75169,0.12249,0.22133,12.43193,0.50472,-1.33359,10.68024,0.38223,1.77846,114.06759,0.14610
4000.00000,1.36969,0.74976,0.38489,0.45628,2.25269,0.77344,-0.91341,1.50293,0.38855,0.83432,2.25881,0.15097
4000.00000,0.71636,1.63847,0.30025,0.11394,9.85386,0.41085,-0.60242,8.21539,0.11060,0.36291,67.49264,0.01223
4000.00000,1.52514,1.39053,0.40193,0.27399,7.74387,0.82016,-1.25115,6.35334,0.41823,1.56538,40.36491,0.17491
4000.00000,0.94223,1.03182,0.32584,0.21984,4.61124,0.52197,-0.72239,3.57942,0.19613,0.52184,12.81223,0.03847
4000.00000,1.48484,1.86048,0.16750,0.20231,12.93946,0.51301,-1.28253,11.07898,0.34551,1.64489,122.74385,0.11938
4000.00000,0.78245,0.95560,0.13721,0.20548,3.60689,0.27596,-0.57697,2.65129,0.13875,0.33289,7.02934,0.01925
4000.00000,0.69548,1.46514,0.17887,0.11676,8.74781,0.28908,-0.57872,7.28267,0.11021,0.33491,53.03730,0.01215
4000.00000,1.51569,1.52401,0.35149,0.24965,9.09910,0.75252,-1.26603,7.57509,0.40102,1.60284,57.38196,0.16082
4000.00000,1.74859,1.98744,0.16545,0.22157,14.96937,0.56711,-1.52702,12.98194,0.40167,2.33178,168.53072,0.16134
4000.00000,0.66054,1.67105,0.46408,0.09613,11.56793,0.55902,-0.56442,9.89688,0.09495,0.31857,97.94824,0.00901
4000.00000,1.64319,1.90426,0.47630,0.21758,14.82036,0.86085,-1.42562,12.91610,0.38455,2.03238,166.82559,0.14788
4000.00000,0.90200,1.86831,0.35327,0.11576,15.25875,0.51944,-0.78624,13.39044,0.16617,0.61817,179.30376,0.02761
4000.00000,1.73451,0.85255,0.36091,0.51051,2.90134,0.94319,-1.22399,2.04879,0.58228,1.49816,4.19755,0.33905
4000.00000,1.99903,0.81715,0.20607,0.61685,2.65230,0.95131,-1.38218,1.83515,0.74524,1.91041,3.36779,0.55539
4000.00000,0.70362,1.96616,0.48574,0.08870,15.66448,0.59085,-0.61492,13.69832,0.10511,0.37813,187.64408,0.01105
4000.00000,1.06747,0.63260,0.23689,0.46932,1.27699,0.45376,-0.59815,0.64439,0.21687,0.35779,0.41524,0.04703
4000.00000,1.73127,0.92222,0.12803,0.46912,3.41419,0.71038,-1.26216,2.49198,0.58235,1.59304,6.20995,0.33913
4000.00000,1.76442,1.16883,0.38343,0.36683,5.80555,0.95267,-1.39759,4.63672,0.56924,1.95327,21.49913,0.32403
4000.00000,1.04231,1.30220,0.49849,0.19804,6.92169,0.73043,-0.84428,5.61949,0.23194,0.71280,31.57869,0.05380
4000.00000,1.82989,1.11641,0.34172,0.41085,4.85531,0.93536,-1.41905,3.73889,0.59364,2.01369,13.97933,0.35241
4000.00000,0.98002,1.25907,0.16500,0.18775,7.01680,0.37023,-0.79227,5.75773,0.20523,0.62770,33.15146,0.04212
4000.00000,0.71581,0.51293,0.10799,0.37137,0.92726,0.20013,-0.34444,0.41434,0.09214,0.11864,0.17167,0.00849
4000.00000,1.57710,1.16404,0.39289,0.33618,5.59574,0.85371,-1.24092,4.43170,0.46082,1.53988,19.63996,0.21236
4000.00000,1.44205,1.74491,0.26625,0.20991,12.28606,0.60790,-1.23213,10.54115,0.34165,1.51815,111.11594,0.11673
4000.00000,0.80638,1.44020,0.24350,0.14003,8.24154,0.38877,-0.66636,6.80134,0.14527,0.44403,46.25819,0.02110
4000.00000,1.23855,0.78847,0.28557,0.37831,2.69660,0.60994,-0.86024,1.90812,0.32437,0.74002,3.64094,0.10521
4000.00000,1.44732,1.31441,0.15175,0.28472,6.53883,0.53890,-1.16260,5.22442,0.38715,1.35163,27.29460,0.14988
4000.00000,0.83071,0.74685,0.26253,0.28253,2.18327,0.40773,-0.54817,1.43642,0.14519,0.30050,2.06330,0.02108
4000.00000,0.66422,1.94876,0.16991,0.08841,14.06990,0.26642,-0.57581,12.12115,0.09650,0.33156,146.92219,0.00931
4000.00000,1.42175,1.83870,0.13145,0.19618,13.18540,0.46241,-1.22557,11.34670,0.33096,1.50203,128.74762,0.10953
4000.00000,0.85850,0.92193,0.26445,0.23522,3.27308,0.42362,-0.62327,2.35116,0.15917,0.38847,5.52794,0.02533
4000.00000,1.52038,1.73816,0.15864,0.21785,12.47002,0.52809,-1.30253,10.73186,0.36944,1.69657,115.17293,0.13649
4000.00000,0.96338,1.05309,0.40789,0.22707,4.54364,0.60968,-0.73631,3.49055,0.20179,0.54215,12.18395,0.04072
4000.00000,1.22582,1.84630,0.46310,0.16492,14.27370,0.72932,-1.06090,12.42740,0.26622,1.12551,154.44027,0.07087
4000.00000,1.70768,1.77520,0.21566,0.24289,12.65011,0.65289,-1.46479,10.87491,0.43723,2.14560,118.26360,0.19117
4000.00000,1.94055,0.56688,0.15722,0.83614,1.36549,0.85813,-1.10441,0.79861,0.70090,1.21972,0.63778,0.49126
4000.00000,0.51992,1.31302,0.28383,0.10720,5.98033,0.34615,-0.41272,4.66731,0.06232,0.17034,21.78379,0.00388
4000.00000,1.22794,0.72407,0.35930,0.40758,2.29600,0.66961,-0.82036,1.57192,0.31031,0.67299,2.47094,0.09629
4000.00000,1.27755,0.60935,0.35073,0.50579,1.60506,0.66328,-0.77175,0.99572,0.31255,0.59560,0.99145,0.09768
4000.00000,0.69871,1.32037,0.31850,0.12916,7.31223,0.42953,-0.56954,5.99186,0.11103,0.32438,35.90240,0.01233
4000.00000,1.58000,0.65175,0.34926,0.58705,1.79282,0.84930,-0.99295,1.14107,0.50005,0.98594,1.30204,0.25005
4000.00000,1.57049,1.81052,0.15072,0.21452,13.39282,0.53176,-1.35597,11.58230,0.38104,1.83865,134.14976,0.14519
4000.00000,0.65869,1.25921,0.42585,0.12003,7.60180,0.52654,-0.53867,6.34259,0.10069,0.29016,40.22842,0.01014
4000.00000,1.20785,1.23547,0.43871,0.24530,6.09237,0.72950,-0.96255,4.85690,0.29079,0.92650,23.58949,0.08456
4000.00000,1.22972,1.00107,0.14273,0.29668,4.31539,0.45614,-0.93304,3.31433,0.31341,0.87057,10.98476,0.09823
4000.00000,0.96063,0.55274,0.22926,0.43437,1.19321,0.40637,-0.52626,0.64047,0.17711,0.27695,0.41021,0.03137
4000.00000,1.06602,0.88734,0.19739,0.29467,3.24312,0.44408,-0.77135,2.35578,0.24669,0.59499,5.54970,0.06086
4000.00000,1.12840,1.66380,0.23549,0.17280,10.55348,0.47762,-0.95560,8.88969,0.24212,0.91318,79.02651,0.05862
4000.00000,1.02879,1.58403,0.22769,0.16334,9.63204,0.44035,-0.86546,8.04801,0.21266,0.74902,64.77049,0.04522
4000.00000,0.79397,1.91565,0.49060,0.10254,15.17228,0.61848,-0.69143,13.25663,0.12789,0.47807,175.73829,0.01635
4000.00000,1.48835,1.98369,0.20602,0.19017,16.06437,0.53874,-1.29818,14.08068,0.33273,1.68527,198.26560,0.11071
4000.00000,0.72690,0.92701,0.25039,0.19540,3.42305,0.36817,-0.53150,2.49604,0.11778,0.28249,6.23023,0.01387
4000.00000,1.45610,1.70274,0.28655,0.21580,11.27079,0.64124,-1.24031,9.56805,0.35469,1.53836,91.54760,0.12581
4000.00000,1.26839,1.23106,0.35004,0.24839,6.69092,0.67120,-1.02000,5.45986,0.32117,1.04041,29.81010,0.10315
4000.00000,0.78102,0.54871,0.39734,0.41015,0.90505,0.50543,-0.37087,0.35634,0.10809,0.13755,0.12698,0.01168
4000.00000,0.87347,1.05846,0.20187,0.21038,4.30234,0.36851,-0.66309,3.24388,0.16664,0.43969,10.52273,0.02777
4000.00000,1.26791,1.29051,0.32464,0.24132,6.76448,0.64731,-1.02659,5.47397,0.32268,1.05388,29.96437,0.10412
4000.00000,0.67450,1.95518,0.10879,0.08488,15.78789,0.20598,-0.58962,13.83271,0.09719,0.34765,191.34391,0.00945
4000.00000,1.54615,1.46421,0.41310,0.25777,9.26864,0.82769,-1.28838,7.80443,0.41459,1.65991,60.90909,0.17189
4000.00000,0.81396,0.60878,0.38131,0.31929,1.63331,0.51726,-0.49467,1.02453,0.13595,0.24469,1.04965,0.01848
4000.00000,0.88784,1.00582,0.26090,0.21215,4.35295,0.43472,-0.67569,3.34713,0.17382,0.45655,11.20326,0.03021
4000.00000,1.65926,1.70476,0.16137,0.24237,11.57755,0.58633,-1.41689,9.87279,0.42497,2.00759,97.47201,0.18060
4000.00000,0.78557,1.05008,0.14232,0.19409,3.97864,0.28192,-0.59148,2.92856,0.13960,0.34985,8.57646,0.01949
4000.00000,1.33115,0.76175,0.25148,0.43343,2.33294,0.61722,-0.89772,1.57119,0.36574,0.80589,2.46864,0.13377
4000.00000,1.63539,1.41007,0.16671,0.28519,8.22096,0.62435,-1.35020,6.81089,0.45764,1.82304,46.38818,0.20943
4000.00000,1.10049,1.32482,0.34783,0.20775,6.97950,0.59594,-0.89274,5.65468,0.24811,0.79699,31.97541,0.06156
4000.00000,0.73492,1.96214,0.43702,0.09206,15.90957,0.55044,-0.64286,13.94743,0.11342,0.41326,194.53074,0.01286
4000.00000,1.02501,1.89256,0.12625,0.13713,14.02513,0.32224,-0.88788,12.13258,0.19599,0.78833,147.19940,0.03841
4000.00000,1.76552,0.79241,0.43075,0.56161,2.48796,1.02784,-1.20391,1.69555,0.59709,1.44940,2.87487,0.35652
4000.00000,1.80158,1.14817,0.48664,0.39549,5.11043,1.06935,-1.40609,3.96225,0.58271,1.97709,15.69946,0.33955
4000.00000,1.80215,1.82188,0.24007,0.24548,13.79130,0.69586,-1.55666,11.96942,0.45579,2.42320,143.26709,0.20774
4000.00000,1.22790,1.66686,0.25295,0.18050,11.19737,0.53235,-1.04740,9.53051,0.27940,1.09704,90.83056,0.07807
4000.00000,1.04265,1.28638,0.36829,0.20402,6.53840,0.59686,-0.83863,5.25202,0.22857,0.70330,27.58374,0.05225
4000.00000,1.47158,0.54395,0.34724,0.68274,1.15655,0.74623,-0.78884,0.61260,0.39899,0.62227,0.37528,0.15920
4000.00000,1.92612,1.11305,0.28667,0.44152,4.84732,0.93699,-1.48460,3.73427,0.65032,2.20402,13.94477,0.42292
4000.00000,0.86469,1.61713,0.16729,0.13139,10.76645,0.32303,-0.73329,9.14932,0.15574,0.53772,83.71014,0.02425
4000.00000,1.47646,1.73678,0.26708,0.21278,12.15660,0.62410,-1.26368,10.41982,0.35701,1.59688,108.57273,0.12746
4000.00000,0.51104,1.27731,0.11501,0.09910,6.69326,0.17574,-0.41194,5.41595,0.06073,0.16969,29.33255,0.00369
4000.00000,1.91753,1.51041,0.12596,0.31225,9.07675,0.66292,-1.60527,7.56633,0.53696,2.57690,57.24942,0.28832
4000.00000,1.03516,0.74641,0.30149,0.33694,2.39553,0.53062,-0.69822,1.64912,0.22913,0.48751,2.71961,0.05250
4000.00000,0.54176,0.86998,0.28385,0.16395,2.75397,0.34848,-0.37781,1.88399,0.06463,0.14274,3.54942,0.00418
4000.00000,0.63221,1.12050,0.40006,0.13765,5.16942,0.49144,-0.49456,4.04892,0.09138,0.24459,16.39378,0.00835
4000.00000,1.16090,1.78543,0.37368,0.16571,12.18261,0.61991,-0.99520,10.39719,0.24623,0.99042,108.10150,0.06063
4000.00000,1.26813,1.91104,0.11911,0.16436,14.98501,0.38809,-1.10378,13.07398,0.26898,1.21832,170.92884,0.07235
4000.00000,1.07833,1.87312,0.40477,0.14298,14.32394,0.61948,-0.93535,12.45082,0.21471,0.87488,155.02286,0.04610
4000.00000,1.15411,0.73535,0.47903,0.37698,2.37839,0.76642,-0.77713,1.64303,0.28739,0.60393,2.69956,0.08259
4000.00000,1.82245,1.27279,0.40986,0.36032,6.35395,0.96236,-1.46213,5.08116,0.55250,2.13784,25.81822,0.30525
4000.00000,1.58426,0.54873,0.33811,0.70923,1.25050,0.80519,-0.87503,0.70177,0.46708,0.76567,0.49249,0.21816
4000.00000,1.76164,1.99527,0.27214,0.21798,16.40043,0.68386,-1.54366,14.40516,0.41172,2.38289,207.50863,0.16951
4000.00000,0.56162,1.02093,0.20609,0.13639,4.21055,0.27912,-0.42523,3.18962,0.07303,0.18082,10.17368,0.00533
4000.00000,1.30718,0.60583,0.47361,0.53794,1.49172,0.81126,-0.76924,0.88590,0.33764,0.59173,0.78481,0.11400
4000.00000,1.29227,0.69031,0.33700,0.46913,1.89569,0.68040,-0.82314,1.20539,0.34340,0.67756,1.45295,0.11793
4000.00000,1.13656,1.57204,0.34152,0.17896,9.97165,0.59186,-0.95760,8.39960,0.25034,0.91700,70.55333,0.06267
4000.00000,0.83267,1.67071,0.18047,0.12374,11.48423,0.32819,-0.70893,9.81353,0.14772,0.50258,96.30532,0.02182
4000.00000,1.78177,1.52476,0.12093,0.28925,9.60580,0.61684,-1.49253,8.08103,0.49591,2.22764,65.30312,0.24592
4000.00000,1.68881,0.78036,0.12666,0.53231,2.48618,0.69595,-1.15650,1.70582,0.56929,1.33750,2.90983,0.32409
4000.00000,1.18991,1.41046,0.17540,0.20822,8.10809,0.45609,-0.98169,6.69763,0.28069,0.96372,44.85827,0.07879
4000.00000,0.71665,1.16310,0.23364,0.15790,5.22349,0.34782,-0.55876,4.06039,0.11418,0.31221,16.48678,0.01304
4000.00000,1.63240,1.93276,0.19606,0.21186,14.67299,0.57222,-1.42054,12.74022,0.37615,2.01792,162.31327,0.14149
4000.00000,1.54552,1.34017,0.25459,0.28920,7.15061,0.68893,-1.25632,5.81043,0.43435,1.57834,33.76114,0.18866
4000.00000,1.05574,1.35338,0.45268,0.18580,7.93626,0.68220,-0.86994,6.58288,0.22952,0.75679,43.33429,0.05268
4000.00000,0.78659,1.68577,0.28158,0.11761,11.25226,0.41470,-0.66898,9.56649,0.13311,0.44753,91.51781,0.01772
4000.00000,0.67625,0.87800,0.46830,0.20065,2.87284,0.56715,-0.47560,1.99485,0.09885,0.22619,3.97941,0.00977
4000.00000,1.28493,0.67512,0.15163,0.46695,1.88900,0.49285,-0.81798,1.21388,0.34122,0.66910,1.47351,0.11643
4000.00000,0.87172,0.55451,0.14074,0.42874,1.00173,0.28191,-0.44298,0.44722,0.14117,0.19623,0.20001,0.01993
4000.00000,0.66985,1.10955,0.29403,0.14905,5.02643,0.39661,-0.52080,3.91688,0.10258,0.27123,15.34197,0.01052
4000.00000,1.33381,1.54929,0.26481,0.21419,9.86923,0.59891,-1.11961,8.31994,0.33410,1.25353,69.22133,0.11162
4000.00000,1.86030,1.38105,0.13416,0.34193,7.54246,0.69218,-1.51837,6.16140,0.55802,2.30544,37.96285,0.31138
4000.00000,0.90150,1.11590,0.45944,0.20613,4.81290,0.63627,-0.69537,3.69701,0.17683,0.48354,13.66786,0.03127
4000.00000,0.85905,1.12695,0.20048,0.19057,4.96252,0.36467,-0.66849,3.83557,0.16419,0.44687,14.71156,0.02696
4000.00000,1.02008,1.61968,0.45740,0.15544,10.97188,0.66438,-0.86464,9.35220,0.20698,0.74760,87.46367,0.04284
4000.00000,1.01844,1.71155,0.19854,0.15012,11.64694,0.40384,-0.86832,9.93538,0.20530,0.75399,98.71182,0.04215
4000.00000,1.33294,1.29137,0.36217,0.25106,7.05147,0.71400,-1.08188,5.76010,0.35182,1.17047,33.17875,0.12378
4000.00000,1.05899,1.02756,0.31739,0.24538,4.64738,0.56160,-0.81360,3.61982,0.24421,0.66195,13.10309,0.05964
4000.00000,1.34282,1.61132,0.36474,0.20326,10.79604,0.69039,-1.13955,9.18471,0.32565,1.29858,84.35894,0.10605
4000.00000,1.06843,0.95415,0.28374,0.27812,3.64490,0.53145,-0.79031,2.69074,0.24771,0.62459,7.24010,0.06136
4000.00000,1.78554,1.12266,0.13574,0.39761,4.94620,0.71898,-1.38794,3.82354,0.58324,1.92637,14.61943,0.34017
4000.00000,1.74137,1.14150,0.33843,0.38541,5.21295,0.88788,-1.35597,4.07144,0.54945,1.83864,16.57664,0.30190
4000.00000,1.90018,1.01689,0.16439,0.46059,4.22483,0.82293,-1.43960,3.20794,0.65854,2.07244,10.29088,0.43367
4000.00000,1.21566,1.99185,0.37167,0.14974,16.87508,0.61841,-1.06593,14.88323,0.24675,1.13621,221.51054,0.06088
4000.00000,0.95646,0.62969,0.10057,0.36671,1.68508,0.28715,-0.58975,1.05539,0.18658,0.34780,1.11385,0.03481
4000.00000,0.74610,0.92778,0.41714,0.19041,3.84445,0.54104,-0.55568,2.91667,0.12390,0.30878,8.50694,0.01535
4000.00000,1.45416,0.74710,0.27193,0.47761,2.32823,0.70386,-0.97655,1.58114,0.43193,0.95365,2.49999,0.18656
4000.00000,1.03252,1.22285,0.30125,0.20910,6.15105,0.52881,-0.82342,4.92820,0.22755,0.67803,24.28714,0.05178
4000.00000,1.73883,0.95526,0.25939,0.45311,3.67201,0.83211,-1.28573,2.71675,0.57272,1.65309,7.38075,0.32801
4000.00000,0.58565,0.66581,0.18776,0.22960,1.63925,0.26011,-0.35604,0.97344,0.07235,0.12677,0.94758,0.00523
4000.00000,1.00056,0.97470,0.40960,0.26150,3.71672,0.62557,-0.73906,2.74201,0.21597,0.54621,7.51864,0.04664
4000.00000,0.85335,1.89876,0.44380,0.10899,15.68271,0.59271,-0.74435,13.78395,0.14891,0.55406,189.99726,0.02217
4000.00000,0.82290,1.71666,0.17890,0.11792,12.24118,0.32299,-0.70498,10.52452,0.14409,0.49700,110.76558,0.02076
4000.00000,1.26729,1.87778,0.46165,0.16909,14.16806,0.73335,-1.09820,12.29027,0.27170,1.20604,151.05083,0.07382
4000.00000,1.87212,0.75043,0.14846,0.59615,2.46793,0.82524,-1.27597,1.71750,0.67678,1.62810,2.94982,0.45803
4000.00000,1.39852,0.60760,0.19070,0.54481,1.63013,0.58897,-0.85371,1.02253,0.39827,0.72882,1.04557,0.15862
4000.00000,1.86438,1.45083,0.12876,0.31453,8.77628,0.66935,-1.54985,7.32545,0.54059,2.40203,53.66220,0.29224
4000.00000,1.36711,1.93697,0.30123,0.17486,15.51156,0.60577,-1.19225,13.57459,0.30455,1.42146,184.26945,0.09275
4000.00000,0.78926,0.78666,0.40751,0.23763,2.73519,0.54355,-0.55163,1.94853,0.13605,0.30430,3.79677,0.01851
4000.00000,1.91479,1.89760,0.18275,0.25400,14.00140,0.63683,-1.66079,12.10380,0.45408,2.75824,146.50201,0.20619
4000.00000,1.89501,1.07535,0.29670,0.43556,4.75360,0.92713,-1.45945,3.67825,0.63043,2.13000,13.52950,0.39745
4000.00000,0.55668,1.46505,0.20500,0.09420,8.78085,0.27674,-0.46248,7.31580,0.07174,0.21389,53.52088,0.00515
4000.00000,1.12411,1.96678,0.18023,0.14113,15.64730,0.40478,-0.98297,13.68051,0.22456,0.96623,187.15648,0.05043
4000.00000,1.42302,1.11792,0.47376,0.32075,4.99906,0.88386,-1.10227,3.88114,0.41010,1.21500,15.06324,0.16818
4000.00000,1.10456,1.47373,0.37923,0.18885,8.36801,0.62305,-0.91571,6.89428,0.24382,0.83852,47.53110,0.05945
4000.00000,1.92144,1.21276,0.22690,0.39164,6.04302,0.85920,-1.52980,4.83026,0.63230,2.34029,23.33142,0.39980
4000.00000,1.50951,0.57045,0.32653,0.62748,1.45414,0.77411,-0.88203,0.88369,0.44759,0.77798,0.78091,0.20033
4000.00000,1.62909,1.21066,0.27871,0.32260,6.37163,0.77142,-1.30649,5.16097,0.49271,1.70693,26.63565,0.24276
4000.00000,1.55394,1.93397,0.31254,0.20280,15.06452,0.66457,-1.35115,13.13055,0.35203,1.82560,172.41145,0.12393
4000.00000,1.76383,1.04327,0.36419,0.42849,4.19314,0.93658,-1.33534,3.14987,0.57240,1.78314,9.92169,0.32764
4000.00000,1.31992,1.15407,0.39947,0.28473,5.39147,0.75294,-1.03520,4.23740,0.35347,1.07163,17.95554,0.12494
4000.00000,1.76380,0.95481,0.27178,0.46477,3.52809,0.85560,-1.29904,2.57328,0.58382,1.68749,6.62177,0.34084
4000.00000,1.89276,1.36961,0.36681,0.34899,7.14759,0.93796,-1.54378,5.77798,0.57114,2.38324,33.38508,0.32621
4000.00000,1.74687,1.65015,0.24026,0.26242,10.94823,0.69911,-1.48445,9.29807,0.45885,2.20358,86.45418,0.21055
4000.00000,0.91951,0.78728,0.30171,0.29566,2.39524,0.48275,-0.62385,1.60795,0.18105,0.38919,2.58552,0.03278
4000.00000,1.32604,1.72519,0.48384,0.19437,11.41976,0.79037,-1.13167,9.69457,0.30654,1.28067,93.98467,0.09397
4000.00000,1.50006,0.92643,0.33431,0.41416,3.28363,0.78054,-1.08591,2.35720,0.44623,1.17919,5.55639,0.19912
4000.00000,1.30654,1.49544,0.41359,0.21619,9.07536,0.73880,-1.09035,7.57992,0.32521,1.18886,57.45526,0.10576
4000.00000,0.80778,1.23062,0.45130,0.15636,6.45882,0.59304,-0.65142,5.22819,0.14173,0.42435,27.33400,0.02009
4000.00000,1.70398,0.87045,0.45984,0.49199,3.00718,1.02171,-1.21199,2.13673,0.56187,1.46892,4.56562,0.31570
4000.00000,0.55145,1.24635,0.16194,0.10805,6.43916,0.23415,-0.44339,5.19281,0.07221,0.19660,26.96526,0.00521
4000.00000,1.25554,0.77394,0.32959,0.41953,2.26012,0.65047,-0.83601,1.48618,0.32088,0.69891,2.20874,0.10296
4000.00000,1.14915,1.22628,0.35924,0.23112,6.32330,0.62698,-0.91803,5.09702,0.26774,0.84279,25.97965,0.07168
4000.00000,0.63640,1.88484,0.37571,0.08395,14.46038,0.46610,-0.55245,12.57554,0.09039,0.30520,158.14428,0.00817
4000.00000,0.85495,1.83462,0.10367,0.11478,14.19054,0.25086,-0.74017,12.35592,0.14720,0.54785,152.66876,0.02167
4000.00000,0.54229,0.86712,0.45259,0.15428,3.11818,0.51879,-0.38801,2.25107,0.06620,0.15055,5.06730,0.00438
4000.00000,1.27568,1.86213,0.42175,0.17015,14.37399,0.70392,-1.10553,12.51187,0.28217,1.22219,156.54678,0.07962
4000.00000,1.30105,1.81919,0.26401,0.17802,12.91128,0.55136,-1.12303,11.09209,0.28735,1.26121,123.03437,0.08257
4000.00000,0.92400,1.19130,0.36852,0.19195,5.84232,0.55589,-0.73206,4.65101,0.18737,0.53591,21.63192,0.03511
4000.00000,1.50358,0.68943,0.47831,0.52642,2.05416,0.93591,-0.97716,1.36473,0.45760,0.95484,1.86249,0.20940
4000.00000,1.63072,0.82859,0.27722,0.49664,2.70744,0.80036,-1.13408,1.87885,0.52314,1.28614,3.53007,0.27368
4000.00000,1.27749,1.19271,0.22577,0.26471,5.73472,0.56247,-1.01278,4.54201,0.33670,1.02572,20.62988,0.11337
4000.00000,1.56668,0.57795,0.44390,0.68281,1.28651,0.90839,-0.88387,0.70856,0.46449,0.78123,0.50206,0.21576
4000.00000,1.06752,1.62459,0.13873,0.16405,10.74223,0.36129,-0.90347,9.11764,0.22256,0.81625,83.13137,0.04953
4000.00000,0.85044,1.11434,0.41203,0.18521,5.35668,0.57284,-0.66523,4.24234,0.16081,0.44253,17.99742,0.02586
4000.00000,1.25290,1.40761,0.32396,0.22237,7.86256,0.63054,-1.03053,6.45495,0.30659,1.06200,41.66643,0.09400
4000.00000,0.69662,1.64924,0.47298,0.09814,12.68963,0.58045,-0.59848,11.04039,0.10747,0.35818,121.89023,0.01155
4000.00000,1.90098,0.77537,0.20111,0.62657,2.32979,0.88431,-1.27441,1.55442,0.68320,1.62412,2.41623,0.46677
4000.00000,0.90081,1.26367,0.15898,0.18107,6.17097,0.33568,-0.71975,4.90730,0.17669,0.51804,24.08156,0.03122
4000.00000,1.91911,0.86707,0.15263,0.54552,3.12632,0.84494,-1.37359,2.25925,0.69232,1.88675,5.10421,0.47930
4000.00000,0.56910,1.31582,0.23542,0.10940,6.82692,0.31032,-0.45970,5.51110,0.07490,0.21132,30.37221,0.00561
4000.00000,1.72914,1.85837,0.14790,0.23187,13.51372,0.56991,-1.49727,11.65535,0.42201,2.24183,135.84711,0.17809
4000.00000,0.74435,1.71862,0.44136,0.11253,10.88872,0.56038,-0.63182,9.17010,0.11902,0.39920,84.09071,0.01417
4000.00000,0.57576,0.56582,0.38815,0.27057,1.11721,0.45274,-0.30519,0.55139,0.06459,0.09314,0.30403,0.00417
4000.00000,1.70884,0.61887,0.17660,0.68367,1.54136,0.72671,-1.02517,0.92248,0.55011,1.05097,0.85097,0.30262
4000.00000,1.46237,0.53515,0.27207,0.69792,1.08991,0.66615,-0.76445,0.55476,0.39408,0.58438,0.30776,0.15530
4000.00000,1.35547,0.58036,0.15620,0.61756,1.20015,0.51926,-0.73791,0.61979,0.36307,0.54451,0.38414,0.13182
4000.00000,1.92264,1.76370,0.38895,0.27241,12.42796,0.88126,-1.65023,10.66427,0.49231,2.72325,113.72657,0.24237
4000.00000,0.73778,1.23120,0.24565,0.15695,5.44416,0.36459,-0.58083,4.21296,0.11894,0.33737,17.74906,0.01415
4000.00000,0.56088,1.87059,0.43320,0.07352,14.67165,0.50237,-0.48736,12.80106,0.06917,0.23752,163.86719,0.00478
4000.00000,0.59961,1.98402,0.11572,0.07977,14.46653,0.19329,-0.51983,12.48251,0.07757,0.27023,155.81307,0.00602
